,Date,ActiveCases,AL4_Negros oriental_SC3 HSC 16.0%,S-AL4_Negros oriental_SC3 HSC 16.0%,E-AL4_Negros oriental_SC3 HSC 16.0%,IS-AL4_Negros oriental_SC3 HSC 16.0%,IA-AL4_Negros oriental_SC3 HSC 16.0%,R-AL4_Negros oriental_SC3 HSC 16.0%,V1-AL4_Negros oriental_SC3 HSC 16.0%,Ev1-AL4_Negros oriental_SC3 HSC 16.0%,ISv1-AL4_Negros oriental_SC3 HSC 16.0%,IAv1-AL4_Negros oriental_SC3 HSC 16.0%,V2-AL4_Negros oriental_SC3 HSC 16.0%,Ev2-AL4_Negros oriental_SC3 HSC 16.0%,ISv2-AL4_Negros oriental_SC3 HSC 16.0%,IAv2-AL4_Negros oriental_SC3 HSC 16.0%
10,2021-07-11,655.0,568.8394,1305047.7644,168.9617,165.8037,15.0279,10320.8987,54499.7246,6.1216,7.8184,0.7878,35066.3085,1.6941,2.0337,0.3744
11,2021-07-12,642.0,542.1165,1303905.5597,164.3097,162.9352,14.5681,10384.5843,54491.5078,5.9266,7.3714,0.757,36188.5361,1.6857,1.9308,0.3647
12,2021-07-13,611.0,517.2799,1302764.0292,159.9316,159.821,14.1398,10445.6372,54483.3127,5.7475,6.976,0.7293,37310.7149,1.6817,1.8445,0.3579
13,2021-07-14,538.0,494.1454,1301623.1869,155.7654,156.5523,13.7386,10504.2135,54475.1398,5.5811,6.6251,0.7043,38432.8457,1.6808,1.7728,0.3533
14,2021-07-15,557.0,472.5542,1300483.0371,151.7687,153.1943,13.3606,10560.4581,54466.9894,5.4247,6.3123,0.6814,39554.929,1.6819,1.7136,0.3502
15,2021-07-16,598.0,452.3676,1299343.5776,147.9129,149.7929,13.0019,10614.5057,54458.8614,5.2768,6.0323,0.6603,40676.9652,1.6844,1.6651,0.3483
16,2021-07-17,563.0,433.4636,1298204.8021,144.1781,146.3811,12.6595,10666.4809,54450.7556,5.1358,5.7802,0.6408,41798.9547,1.6875,1.6258,0.3473
17,2021-07-18,553.0,415.7336,1297066.7015,140.5507,142.982,12.331,10716.4994,54442.6717,5.0008,5.552,0.6224,42920.8978,1.6909,1.5941,0.3468
18,2021-07-19,558.0,399.0808,1295929.265,137.0211,139.6121,12.0144,10764.6683,54434.6093,4.8711,5.3442,0.6051,44042.7949,1.6943,1.5687,0.3468
19,2021-07-20,482.0,383.4179,1294792.4806,133.5823,136.283,11.7083,10811.0867,54426.5682,4.746,5.1538,0.5887,45164.6461,1.6973,1.5486,0.347
20,2021-07-21,404.0,368.6662,1293656.3357,130.2292,133.0027,11.4114,10855.8467,54418.5477,4.6251,4.9783,0.573,46286.4519,1.6999,1.5326,0.3473
21,2021-07-22,375.0,354.7544,1292520.8175,126.958,129.7769,11.123,10899.0336,54410.5476,4.508,4.8157,0.5579,47408.2123,1.7019,1.52,0.3476
22,2021-07-23,330.0,341.6179,1291385.9129,123.7655,126.6093,10.8425,10940.7268,54402.5674,4.3944,4.6642,0.5435,48529.9277,1.7032,1.5101,0.348
23,2021-07-24,288.0,329.1976,1290251.6091,120.6493,123.5025,10.5692,10980.9997,54394.6066,4.284,4.5221,0.5295,49651.5982,1.7037,1.5023,0.3483
24,2021-07-25,222.0,317.4401,1289117.893,117.6072,120.4579,10.3028,11019.9208,54386.6649,4.1768,4.3884,0.516,50773.2241,1.7034,1.496,0.3485
25,2021-07-26,229.0,306.2962,1287984.7519,114.6372,117.4764,10.0431,11057.554,54378.7418,4.0724,4.2619,0.5029,51894.8055,1.7023,1.4909,0.3486
26,2021-07-27,231.0,295.7212,1286852.1734,111.7376,114.5583,9.7897,11093.9586,54370.8368,3.9707,4.1418,0.4903,53016.3426,1.7004,1.4867,0.3485
27,2021-07-28,193.0,285.6743,1285720.1451,108.9067,111.7036,9.5424,11129.1899,54362.9496,3.8717,4.0272,0.4779,54137.8356,1.6977,1.4829,0.3483
28,2021-07-29,241.0,276.1179,1284588.655,106.1431,108.9118,9.301,11163.2998,54355.0798,3.7751,3.9177,0.466,55259.2846,1.6941,1.4795,0.348
29,2021-07-30,281.0,267.0178,1283457.6912,103.4452,106.1825,9.0654,11196.3366,54347.227,3.681,3.8126,0.4543,56380.6898,1.6897,1.4762,0.3475
30,2021-07-31,240.0,258.3425,1282327.242,100.8118,103.515,8.8355,11228.3456,54339.3907,3.5893,3.7116,0.4429,57502.0513,1.6845,1.4728,0.3468
31,2021-08-01,286.0,250.1294,1281179.75,114.1309,102.1902,8.8672,11259.4107,54330.9548,4.0675,3.657,0.4442,58623.0397,1.9816,1.4872,0.3575
32,2021-08-02,260.0,242.6278,1277563.4218,124.9985,102.9518,9.235,11289.7606,56050.4536,4.4783,3.6758,0.4622,60484.9458,2.2409,1.5332,0.3837
33,2021-08-03,237.0,236.0301,1273946.6995,134.3932,105.1869,9.7648,11319.621,57769.8192,4.8724,3.7527,0.4898,62346.7421,2.4844,1.6055,0.4184
34,2021-08-04,210.0,230.4373,1270329.1579,142.9654,108.4809,10.3671,11349.1834,59489.0336,5.2693,3.878,0.5236,64208.4191,2.7238,1.7001,0.458
35,2021-08-05,231.0,225.8923,1266710.4987,151.1327,112.5573,10.9994,11378.6153,61208.0821,5.6817,4.0453,0.5618,66069.9687,2.9669,1.8139,0.501
36,2021-08-06,262.0,222.4018,1263090.5047,159.1649,117.2336,11.6436,11408.0677,62926.9523,6.118,4.2505,0.6038,67931.3843,3.2193,1.9449,0.5465
37,2021-08-07,228.0,219.9513,1259469.0083,167.2377,122.3916,12.2946,11437.679,64645.6331,6.5839,4.491,0.6493,69792.6599,3.4845,2.0916,0.5947
38,2021-08-08,238.0,218.5145,1255845.8729,175.4671,127.9562,12.9531,11467.5789,66364.1141,7.0836,4.7656,0.6983,71653.7897,3.7655,2.2534,0.6455
39,2021-08-09,242.0,218.0591,1252220.98,183.9321,133.8815,13.6223,11497.8899,68082.3848,7.6202,5.0735,0.7512,73514.7684,4.0643,2.43,0.6992
40,2021-08-10,219.0,218.5514,1248594.2216,192.6878,140.1411,14.3062,11528.7293,69800.4352,8.1964,5.4149,0.8081,75375.5903,4.3828,2.6213,0.7562
41,2021-08-11,216.0,219.958,1244965.4948,201.7749,146.7221,15.0087,11560.2105,71518.2548,8.8144,5.7901,0.8692,77236.2499,4.7225,2.8278,0.8168
42,2021-08-12,247.0,222.2478,1241334.6985,211.2247,153.6201,15.7334,11592.4436,73235.8328,9.4765,6.1999,0.9347,79096.7412,5.0849,3.05,0.8812
43,2021-08-13,279.0,225.3925,1237701.7316,221.0635,160.8371,16.4835,11625.5361,74953.1578,10.1849,6.645,1.0051,80957.0582,5.4714,3.2884,0.9499
44,2021-08-14,255.0,229.3675,1234066.4911,231.314,168.3789,17.2617,11659.594,76670.2181,10.9419,7.1268,1.0805,82817.1946,5.8833,3.5439,1.0231
45,2021-08-15,246.0,234.1513,1230428.8718,241.9972,176.2542,18.0705,11694.7221,78387.0012,11.7501,7.6465,1.1611,84677.1435,6.3223,3.8173,1.1011
46,2021-08-16,253.0,239.7264,1226788.765,253.1332,184.4738,18.9118,11731.0244,80103.4942,12.6119,8.2056,1.2473,86536.898,6.7897,4.1095,1.1841
47,2021-08-17,230.0,246.0787,1223146.0587,264.7416,193.0501,19.7878,11768.6046,81819.6831,13.5303,8.8059,1.3393,88396.4506,7.2872,4.4216,1.2726
48,2021-08-18,210.0,253.1973,1219500.6367,276.8423,201.9962,20.7003,11807.5667,83535.5535,14.508,9.449,1.4375,90255.7935,7.8165,4.7546,1.3668
49,2021-08-19,249.0,261.0748,1215852.3788,289.4551,211.3264,21.651,11848.015,85251.0902,15.5483,10.1371,1.5421,92114.9184,8.3793,5.1097,1.4671
50,2021-08-20,264.0,269.707,1212201.1601,302.6004,221.0559,22.6417,11890.0551,86966.2768,16.6544,10.8723,1.6535,93973.8165,8.9774,5.488,1.5738
51,2021-08-21,254.0,279.0924,1208546.8513,316.2992,231.2002,23.674,11933.7934,88681.0965,17.8299,11.6568,1.7721,95832.4788,9.6128,5.891,1.6872
52,2021-08-22,256.0,289.2325,1204889.3183,330.5728,241.7756,24.7498,11979.3384,90395.5313,19.0785,12.4932,1.8982,97690.8954,10.2876,6.3198,1.8078
53,2021-08-23,288.0,300.1315,1201228.4219,345.4434,252.7992,25.8708,12026.7999,92109.5623,20.4041,13.384,2.0322,99549.0562,11.0038,6.7761,1.9358
54,2021-08-24,267.0,311.7961,1197564.0178,360.9337,264.2883,27.0387,12076.2905,93823.1695,21.8107,14.3321,2.1746,101406.9504,11.7638,7.2612,2.0719
55,2021-08-25,254.0,324.2354,1193895.9564,377.0671,276.2611,28.2555,12127.9249,95536.3321,23.3028,15.3403,2.3258,103264.5667,12.5698,7.7767,2.2162
56,2021-08-26,318.0,337.461,1190224.0828,393.8678,288.7363,29.5229,12181.8207,97249.0279,24.8849,16.412,2.4862,105121.8931,13.4244,8.3243,2.3695
57,2021-08-27,334.0,351.4866,1186548.2361,411.3607,301.7331,30.8429,12238.0985,98961.2337,26.5618,17.5503,2.6564,106978.9171,14.3302,8.9058,2.532
58,2021-08-28,343.0,366.3281,1182868.2498,429.5714,315.2714,32.2176,12296.8823,100672.925,28.3384,18.7588,2.8369,108835.6255,15.2899,9.523,2.7043
59,2021-08-29,312.0,382.0036,1179183.9514,448.5265,329.3717,33.6488,12358.2998,102384.0761,30.2202,20.0412,3.0283,110692.0043,16.3064,10.1778,2.8869
60,2021-08-30,382.0,398.5331,1175495.1622,468.2532,344.0553,35.1388,12422.4823,104094.66,32.2125,21.4014,3.231,112548.0389,17.3827,10.8722,3.0805
61,2021-08-31,343.0,415.9388,1171801.6972,488.7796,359.344,36.6898,12489.5654,105804.6481,34.3212,22.8435,3.4458,114403.7138,18.5218,11.6084,3.2855
62,2021-09-01,312.0,434.2447,1168103.3673,510.1345,375.2601,38.3038,12559.6891,107514.0022,36.5523,24.3717,3.6731,116259.0189,19.7271,12.3886,3.5025
63,2021-09-02,330.0,475.9826,1165220.1075,529.3965,371.4403,39.4774,12633.2174,106492.1358,38.5632,24.6466,3.89,120027.9797,20.915,12.5354,3.7122
64,2021-09-03,384.0,513.8604,1162337.1463,545.0184,371.3565,40.7215,12710.3893,105470.3923,40.1369,25.153,4.1016,123796.6146,22.0452,12.8253,3.9298
65,2021-09-04,360.0,548.8567,1159453.5853,558.468,373.7132,41.9296,12791.1395,104448.7036,41.414,25.7844,4.2956,127564.8826,23.1654,13.2226,4.1504
66,2021-09-05,408.0,581.6378,1156568.8667,570.6407,377.6706,43.067,12875.3877,103427.0284,42.4852,26.4724,4.4685,131332.7543,24.3036,13.7031,4.3735
67,2021-09-06,373.0,612.6665,1153682.6436,582.08,382.6855,44.1313,12963.0491,102405.3424,43.4097,27.1745,4.6208,135100.2082,25.476,14.2506,4.6001
68,2021-09-07,384.0,642.2716,1150794.6998,593.1134,388.4066,45.1334,13054.0404,101383.6318,44.2267,27.8651,4.7547,138867.2279,26.6915,14.8543,4.8317
69,2021-09-08,383.0,670.6945,1147904.8996,603.9366,394.6067,46.0875,13148.2828,100361.8889,44.9624,28.5297,4.8728,142633.7998,27.9543,15.5071,5.0698
70,2021-09-09,521.0,698.1171,1145013.157,614.665,401.1388,47.0068,13245.7034,99340.1098,45.635,29.1608,4.9779,146399.9126,29.2662,16.2043,5.3155
71,2021-09-10,587.0,724.6817,1142119.4169,625.3657,407.9069,47.9024,13346.236,98318.2934,46.257,29.7555,5.0721,150165.5558,30.6277,16.9427,5.5696
72,2021-09-11,648.0,750.5026,1139223.6429,636.0764,414.8483,48.7827,13449.8212,97296.4397,46.8376,30.3137,5.1575,153930.7201,32.0384,17.72,5.8327
73,2021-09-12,671.0,775.6746,1136325.8106,646.8173,421.9211,49.6539,13556.4055,96274.5498,47.3831,30.8368,5.2356,157695.3964,33.4975,18.5344,6.1051
74,2021-09-13,786.0,800.2775,1133425.9028,657.5985,429.0973,50.5203,13665.9418,95252.6254,47.8985,31.3269,5.3076,161459.576,35.0043,19.3846,6.3868
75,2021-09-14,760.0,824.3803,1130523.9075,668.4237,436.3572,51.385,13778.3884,94230.6686,48.3873,31.7866,5.3745,165223.2502,36.5579,20.2697,6.6781
76,2021-09-15,726.0,848.043,1127619.8158,679.2931,443.687,52.2499,13893.7085,93208.6817,48.8523,32.2183,5.4371,168986.4105,38.1576,21.1888,6.9787
77,2021-09-16,810.0,871.3184,1124713.6209,690.2046,451.0765,53.116,14011.8699,92186.6673,49.2954,32.6247,5.496,172749.0484,39.8027,22.141,7.2887
78,2021-09-17,912.0,894.2533,1121805.318,701.1552,458.5177,53.9843,14132.8445,91164.6279,49.7181,33.008,5.5516,176511.1554,41.4927,23.1258,7.608
79,2021-09-18,943.0,916.8893,1118894.9036,712.141,466.0042,54.8548,14256.6081,90142.5666,50.1217,33.3702,5.6043,180272.7231,43.2271,24.1425,7.9364
80,2021-09-19,978.0,939.2636,1115982.3753,723.1578,473.5306,55.7279,14383.1394,89120.4861,50.5069,33.713,5.6543,184033.7431,45.0056,25.1907,8.274
81,2021-09-20,917.0,961.4091,1113067.732,734.201,481.0922,56.6033,14512.4203,88098.3896,50.8743,34.038,5.7019,187794.2068,46.8279,26.2698,8.6206
82,2021-09-21,769.0,983.3553,1110150.9735,745.2662,488.6847,57.481,14644.4352,87076.2801,51.2243,34.3463,5.7472,191554.1058,48.6937,27.3797,8.9761
83,2021-09-22,678.0,1005.1284,1107232.1007,756.3486,496.304,58.3606,14779.1708,86054.1609,51.5571,34.6391,5.7903,195313.4316,50.6028,28.5198,9.3405
84,2021-09-23,812.0,1026.7515,1104311.1156,767.4433,503.9465,59.2419,14916.6157,85032.0352,51.8729,34.9171,5.8313,199072.1759,52.5551,29.6899,9.7137
85,2021-09-24,950.0,1048.2453,1101388.0209,778.5457,511.6084,60.1246,15056.7603,84009.9065,52.1716,35.181,5.8702,202830.3302,54.5503,30.8897,10.0957
86,2021-09-25,1496.0,1069.6277,1098462.8208,789.6507,519.2862,61.0083,15199.5967,82987.7783,52.4533,35.4313,5.9072,206587.8861,56.5883,32.1191,10.4865
87,2021-09-26,1499.0,1090.9145,1095535.5201,800.7534,526.9762,61.8926,15345.1178,81965.654,52.7177,35.6684,5.9421,210344.8353,58.6689,33.3777,10.8859
88,2021-09-27,1471.0,1112.1195,1092606.125,811.8489,534.675,62.7772,15493.3181,80943.5375,52.9647,35.8926,5.975,214101.1693,60.792,34.6655,11.294
89,2021-09-28,1300.0,1133.2544,1089674.6425,822.932,542.3791,63.6617,15644.1926,79921.4323,53.194,36.1041,6.006,217856.88,62.9574,35.9823,11.7107
90,2021-09-29,1476.0,1154.3295,1086741.0808,833.9976,550.085,64.5456,15797.7372,78899.3423,53.4055,36.3029,6.0349,221611.9592,65.1648,37.3279,12.136
91,2021-09-30,1556.0,1175.3531,1083805.4501,845.0398,557.7891,65.4287,15953.9482,77877.2714,53.5987,36.4892,6.0618,225366.3987,67.4141,38.7021,12.5699
92,2021-10-01,1357.0,1195.8163,1080958.8037,773.5107,558.9839,64.9908,16112.5887,76860.7397,48.8013,36.2957,5.9792,229128.194,62.4099,39.6821,12.7349
93,2021-10-02,1579.0,1190.6586,1078373.6731,715.4945,570.1344,63.3706,16272.3496,76852.1618,44.8871,36.8102,5.7743,231619.7494,58.4789,41.4009,12.5778
94,2021-10-03,1134.0,1186.9242,1075788.3279,668.2668,570.7055,60.8178,16432.0257,76843.5753,41.7101,36.6701,5.5016,234111.0374,55.3828,42.33,12.2338
95,2021-10-04,1052.0,1182.9315,1073204.1102,628.6583,564.0468,57.9269,16590.8915,76835.0383,39.0636,36.0837,5.2087,236602.2102,52.8595,42.667,11.8143
96,2021-10-05,1027.0,1177.6547,1070621.8916,594.5036,552.5556,55.0044,16748.3689,76826.6037,36.8038,35.2032,4.92,239093.351,50.7302,42.5706,11.378
97,2021-10-06,1174.0,1170.5186,1068042.2181,564.323,537.932,52.1959,16903.9921,76818.3049,34.8305,34.138,4.6473,241584.5156,48.8733,42.1638,10.9532
98,2021-10-07,1143.0,1161.2523,1065465.4144,537.1042,521.3716,49.5597,17057.3837,76810.1623,33.0735,32.9655,4.3947,244075.7404,47.2065,41.5395,10.5516
99,2021-10-08,1163.0,1149.7857,1062891.6559,512.153,503.7083,47.109,17208.2363,76802.1873,31.4833,31.7396,4.1627,246567.0487,45.6746,40.7666,10.1765
100,2021-10-09,1168.0,1136.1768,1060321.0182,488.9909,485.5186,44.8357,17356.3,76794.3853,30.0249,30.4974,3.9503,249058.4547,44.2403,39.895,9.8266
101,2021-10-10,1116.0,1120.5625,1057753.5101,467.2863,467.1968,42.723,17501.3723,76786.7575,28.6732,29.2636,3.7552,251549.9662,42.8789,38.961,9.4992
102,2021-10-11,1159.0,1103.1241,1055189.0972,446.8065,449.0093,40.7523,17643.2908,76779.3028,27.4101,28.0546,3.5754,254041.5867,41.574,37.9899,9.191
103,2021-10-12,1077.0,1084.0647,1052627.717,427.3861,431.1332,38.9058,17781.927,76772.0181,26.2223,26.8802,3.4089,256533.3169,40.3148,36.9999,8.899
104,2021-10-13,1142.0,1063.5941,1050069.2901,408.9055,413.6831,37.168,17917.1817,76764.8993,25.0997,25.7464,3.2538,259025.1555,39.0942,36.0035,8.6205
105,2021-10-14,1087.0,1041.9191,1047513.7264,391.2756,396.7308,35.526,18048.9813,76757.9416,24.035,24.6563,3.1088,261517.0998,37.9077,35.0094,8.3534
106,2021-10-15,909.0,1019.2376,1044960.9305,374.4288,380.3183,33.9694,18177.2739,76751.1399,23.0223,23.6108,2.9724,264009.1463,36.7523,34.0236,8.0962
107,2021-10-16,1052.0,995.735,1042410.8047,358.3114,364.4673,32.4895,18302.0269,76744.4888,22.057,22.6098,2.8437,266501.2909,35.626,33.05,7.8474
108,2021-10-17,1281.0,971.5827,1039863.251,342.8801,349.1858,31.0795,18423.2247,76737.983,21.1354,21.6523,2.7219,268993.5292,34.5276,32.0914,7.6063
109,2021-10-18,,946.9371,1037318.1726,328.098,334.4723,29.7339,18540.8661,76731.6172,20.2543,20.737,2.6062,271485.8566,33.4562,31.1497,7.372
110,2021-10-19,,921.9398,1034775.4745,313.9333,320.3195,28.448,18654.9628,76725.386,19.4112,19.862,2.4962,273978.2682,32.4113,30.2261,7.1442
111,2021-10-20,,896.9442,1032186.9256,343.9742,310.224,27.9226,18765.6651,76716.2723,21.3331,19.2308,2.4506,276465.3651,36.2808,29.611,7.1101
112,2021-10-21,,872.9936,1029600.5432,366.7289,306.0346,28.3371,18873.582,76707.2739,22.8042,18.9574,2.4861,278952.4703,39.3531,29.5065,7.325
113,2021-10-22,,850.886,1027014.7592,384.9296,305.8709,29.1896,18979.3168,76698.2927,23.9945,18.936,2.561,281439.4088,41.9303,29.7943,7.6605
114,2021-10-23,,831.0647,1024428.5513,400.322,308.4559,30.2204,19083.3669,76689.2645,25.0127,19.0923,2.6533,283926.0629,44.2082,30.3778,8.0487
115,2021-10-24,,813.7424,1021841.2496,414.018,312.928,31.3026,19186.155,76680.1466,25.9284,19.3745,2.7519,286412.3521,46.3136,31.1822,8.4558
116,2021-10-25,,798.9843,1019252.4107,426.7246,318.7095,32.3804,19288.049,76670.9106,26.7859,19.7469,2.8515,288898.2199,48.3286,32.1517,8.8667
117,2021-10-26,,786.764,1016661.7364,438.8896,325.4145,33.4341,19389.3749,76661.537,27.6132,20.1849,2.9502,291383.6256,50.3064,33.2461,9.276
118,2021-10-27,,777.0005,1014069.0213,450.7965,332.7871,34.4612,19490.4263,76652.0119,28.4283,20.6717,3.0474,293868.5385,52.2814,34.4371,9.6828
119,2021-10-28,,769.5824,1011474.1189,462.6241,340.6579,35.4666,19591.4706,76642.3254,29.2424,21.1961,3.1435,296352.9343,54.2762,35.7051,10.0888
120,2021-10-29,,764.3836,1008876.9203,474.4851,348.9156,36.4578,19692.7527,76632.4696,30.0628,21.7504,3.239,298836.7924,56.3057,37.0373,10.4963
121,2021-10-30,,761.273,1006277.3403,486.4506,357.4873,37.4419,19794.4992,76622.4384,30.8939,22.3294,3.3344,301320.0951,58.3798,38.4252,10.9074
122,2021-10-31,,760.1208,1003675.3086,498.5653,366.3255,38.4253,19896.9203,76612.2262,31.7388,22.9297,3.4302,303802.8258,60.5053,39.8638,11.3244
123,2021-11-01,,760.8025,1001070.5913,510.8576,375.3994,39.413,20000.212,76601.8282,32.5994,23.5492,3.5269,306285.1411,62.6871,41.3501,11.749
124,2021-11-02,,763.1989,993446.194,523.071,384.6748,40.4059,20104.5573,76591.24,33.4767,24.1863,3.6249,313784.1359,65.0437,42.8871,12.1856
125,2021-11-03,,767.1955,985819.9859,534.9856,394.0745,41.3951,20210.1258,76580.4578,34.3713,24.8401,3.7243,321282.0628,67.6719,44.4952,12.6474
126,2021-11-04,,772.6788,978191.9717,546.6569,403.5313,42.3742,20317.0729,76569.4785,35.2828,25.51,3.8253,328778.8897,70.5457,46.195,13.1437
127,2021-11-05,,779.5396,970562.1593,558.1217,412.9971,43.3401,20425.5414,76558.2995,36.2104,26.1953,3.9281,336274.5917,73.6432,48.0026,13.6789
128,2021-11-06,,787.6741,962930.5635,569.4041,422.4379,44.2921,20535.6624,76546.9187,37.1532,26.8955,4.0326,343769.1443,76.9461,49.9294,14.2547
129,2021-11-07,,796.9846,955297.2043,580.519,431.8292,45.2301,20647.5565,76535.3344,38.11,27.6099,4.1389,351262.5234,80.439,51.9829,14.8708
130,2021-11-08,,807.3796,947662.106,591.4749,441.1535,46.1543,20761.3343,76523.5449,39.0797,28.3379,4.2469,358754.7051,84.1092,54.1676,15.5263
131,2021-11-09,,818.774,940025.2962,602.2753,450.3977,47.065,20877.0976,76511.5489,40.0613,29.0788,4.3564,366245.666,87.9458,56.4851,16.2196
132,2021-11-10,,831.0883,932386.8062,612.9204,459.552,47.9626,20994.9398,76499.3451,41.0536,29.832,4.4674,373735.3827,91.9399,58.9357,16.9491
133,2021-11-11,,844.2487,924746.67,623.4074,468.6083,48.8473,21114.9463,76486.9327,42.0556,30.5967,4.5798,381223.832,96.084,61.5179,17.7131
134,2021-11-12,,858.1861,917104.9245,633.7314,477.5597,49.7188,21237.1953,76474.3107,43.0664,31.3722,4.6935,388710.9913,100.3714,64.2294,18.5099
135,2021-11-13,,872.8363,909461.6096,643.886,486.3999,50.5772,21361.7582,76461.4785,44.0849,32.1576,4.8083,396196.838,104.7967,67.0675,19.3382
136,2021-11-14,,888.139,901816.7679,653.8633,495.1227,51.422,21488.6996,76448.4356,45.1101,32.9522,4.9242,403681.35,109.3549,70.0289,20.1966
137,2021-11-15,,904.0379,894170.4445,663.6545,503.7219,52.2527,21618.0781,76435.1818,46.1411,33.7552,5.041,411164.5056,114.0417,73.1101,21.0839
138,2021-11-16,,920.4797,886522.6875,673.2498,512.191,53.0689,21749.9465,76421.7169,47.177,34.5659,5.1586,418646.2835,118.8531,76.3078,21.999
139,2021-11-17,,937.4145,878873.5473,682.6391,520.5234,53.8699,21884.3518,76408.0411,48.2168,35.3835,5.2769,426126.6629,123.7853,79.6185,22.941
140,2021-11-18,,954.7947,871223.0771,691.8115,528.7118,54.6549,22021.336,76394.1546,49.2595,36.2072,5.3959,433605.6237,128.8348,83.0389,23.909
141,2021-11-19,,972.5755,863571.3327,700.7558,536.749,55.4232,22160.9357,76380.0578,50.3042,37.0362,5.5153,441083.1461,133.9983,86.5656,24.9021
142,2021-11-20,,990.714,855918.3723,709.4605,544.6271,56.1738,22303.1827,76365.7516,51.3499,37.8698,5.6352,448559.2111,139.2723,90.1955,25.9195
143,2021-11-21,,1009.1694,848264.2566,717.9141,552.3379,56.906,22448.1038,76351.2366,52.3957,38.7072,5.7553,456033.8005,144.6535,93.9255,26.9606
144,2021-11-22,,1027.9027,840609.0489,726.1048,559.8732,57.6188,22595.7214,76336.5141,53.4406,39.5475,5.8755,463506.8966,150.1384,97.7525,28.0246
145,2021-11-23,,1046.8761,832952.8147,734.0208,567.2242,58.3114,22746.0532,76321.5852,54.4834,40.39,5.9958,470978.4826,155.7234,101.6736,29.1107
146,2021-11-24,,1066.0536,825295.6218,741.6505,574.3821,58.9827,22899.1128,76306.4516,55.5234,41.234,6.1161,478448.5425,161.4049,105.6858,30.2182
147,2021-11-25,,1085.4001,817637.5404,748.9823,581.3379,59.6318,23054.9092,76291.1149,56.5593,42.0785,6.2361,485917.0614,167.1792,109.7863,31.3464
148,2021-11-26,,1104.8819,809978.6427,756.0046,588.0826,60.2579,23213.4475,76275.5771,57.5903,42.9228,6.3559,493384.025,173.0422,113.972,32.4945
149,2021-11-27,,1124.4659,802319.003,762.7062,594.6071,60.8599,23374.7286,76259.8404,58.6152,43.7661,6.4752,500849.4203,178.9899,118.24,33.6618
150,2021-11-28,,1144.1204,794658.6978,769.076,600.9022,61.4369,23538.7494,76243.9071,59.633,44.6076,6.594,508313.235,185.0179,122.5872,34.8475
151,2021-11-29,,1163.8139,786997.8052,775.1034,606.9588,61.9881,23705.5029,76227.7797,60.6426,45.4464,6.7122,515775.4583,191.1216,127.0106,36.0506
152,2021-11-30,,1183.5163,779336.4052,780.7777,612.768,62.5124,23874.9781,76211.4613,61.643,46.2817,6.8296,523236.08,197.2964,131.5069,37.2703
